date,cases_day,deaths_day,recovered_day,active_now,active_delta,total_cases,total_deaths,recovered_total,period_days
2020-03-27,,,,682,,703,3,18,
2020-03-28,114.0,1.0,0.0,795,113.0,817,4,18,1.0
2020-03-29,197.0,2.0,10.0,980,185.0,1014,6,28,1.0
2020-03-30,212.0,0.0,0.0,1192,212.0,1226,6,28,1.0
2020-03-31,387.0,5.0,42.0,1532,340.0,1613,11,70,1.0
2020-04-01,267.0,5.0,45.0,1749,217.0,1880,16,115,1.0
2020-04-02,595.0,3.0,25.0,2316,567.0,2475,19,140,1.0
2020-04-03,448.0,1.0,28.0,2735,419.0,2923,20,168,1.0
2020-04-04,434.0,7.0,26.0,3136,401.0,3357,27,194,1.0
2020-04-05,536.0,2.0,4.0,3666,530.0,3893,29,198,1.0
2020-04-06,591.0,0.0,8.0,4249,583.0,4484,29,206,1.0
2020-04-07,697.0,2.0,16.0,4928,679.0,5181,31,222,1.0
2020-04-08,660.0,0.0,48.0,5540,612.0,5841,31,270,1.0
2020-04-09,857.0,7.0,43.0,6347,807.0,6698,38,313,1.0
2020-04-10,1124.0,12.0,37.0,7422,1075.0,7822,50,350,1.0
2020-04-11,1030.0,8.0,149.0,8295,873.0,8852,58,499,1.0
2020-04-12,1306.0,14.0,188.0,9399,1104.0,10158,72,687,1.0
2020-04-13,1355.0,10.0,150.0,10594,1195.0,11513,82,837,1.0
2020-04-14,1489.0,13.0,179.0,11891,1297.0,13002,95,1016,1.0
2020-04-15,1774.0,11.0,189.0,13465,1574.0,14776,106,1205,1.0
2020-04-16,1370.0,7.0,189.0,14639,1174.0,16146,113,1394,1.0
2020-04-17,1959.0,14.0,123.0,16461,1822.0,18105,127,1517,1.0
2020-04-18,2649.0,21.0,162.0,18927,2466.0,20754,148,1679,1.0
2020-04-19,3570.0,28.0,84.0,22385,3458.0,24324,176,1763,1.0
2020-04-20,2026.0,28.0,75.0,24308,1923.0,26350,204,1838,1.0
2020-04-21,3083.0,29.0,219.0,27143,2835.0,29433,233,2057,1.0
2020-04-22,2548.0,28.0,210.0,29453,2310.0,31981,261,2267,1.0
2020-04-23,1959.0,27.0,181.0,31204,1751.0,33940,288,2448,1.0
2020-04-24,2957.0,37.0,287.0,33837,2633.0,36897,325,2735,1.0
2020-04-25,2612.0,41.0,312.0,36096,2259.0,39509,366,3047,1.0
2020-04-26,2971.0,38.0,128.0,38901,2805.0,42480,404,3175,1.0
2020-04-27,2871.0,31.0,349.0,41392,2491.0,45351,435,3524,1.0
2020-04-28,3075.0,44.0,606.0,43817,2425.0,48426,479,4130,1.0
2020-04-29,2220.0,67.0,480.0,45490,1673.0,50646,546,4610,1.0
2020-04-30,3093.0,65.0,525.0,47993,2503.0,53739,611,5135,1.0
2020-05-01,3561.0,47.0,631.0,50876,2883.0,57300,658,5766,1.0
2020-05-02,5358.0,37.0,608.0,55589,4713.0,62658,695,6374,1.0
2020-05-03,5948.0,34.0,655.0,60848,5259.0,68606,729,7029,1.0
2020-05-04,5795.0,35.0,544.0,66064,5216.0,74401,764,7573,1.0
2020-05-05,5714.0,52.0,297.0,71429,5365.0,80115,816,7870,1.0
2020-05-06,5858.0,50.0,588.0,76649,5220.0,85973,866,8458,1.0
2020-05-07,6703.0,39.0,769.0,82544,5895.0,92676,905,9227,1.0
2020-05-08,5846.0,51.0,1032.0,87307,4763.0,98522,956,10259,1.0
2020-05-09,5667.0,54.0,2520.0,90400,3093.0,104189,1010,12779,1.0
2020-05-10,5551.0,58.0,1011.0,94882,4482.0,109740,1068,13790,1.0
2020-05-11,6169.0,56.0,4032.0,96963,2081.0,115909,1124,17822,1.0
2020-05-12,5392.0,55.0,1820.0,100480,3517.0,121301,1179,19642,1.0
2020-05-13,4703.0,53.0,1864.0,103266,2786.0,126004,1232,21506,1.0
2020-05-14,4712.0,58.0,1821.0,106099,2833.0,130716,1290,23327,1.0
2020-05-15,4748.0,68.0,1235.0,109544,3445.0,135464,1358,24562,1.0
2020-05-16,3505.0,74.0,1470.0,111505,1961.0,138969,1432,26032,1.0
2020-05-17,3855.0,71.0,1458.0,113831,2326.0,142824,1503,27490,1.0
2020-05-18,3238.0,77.0,1423.0,115569,1738.0,146062,1580,28913,1.0
2020-05-19,3545.0,71.0,2583.0,116460,891.0,149607,1651,31496,1.0
2020-05-20,2699.0,75.0,5440.0,113644,-2816.0,152306,1726,36936,1.0
2020-05-21,2913.0,68.0,3746.0,112743,-901.0,155219,1794,40682,1.0
2020-05-22,2988.0,73.0,2900.0,112758,15.0,158207,1867,43582,1.0
2020-05-23,3190.0,67.0,3831.0,112050,-708.0,161397,1934,47413,1.0
2020-05-24,2516.0,59.0,2427.0,112080,30.0,163913,1993,49840,1.0
2020-05-25,2560.0,41.0,3746.0,110853,-1227.0,166473,2034,53586,1.0
2020-05-26,2830.0,76.0,8033.0,105574,-5279.0,169303,2110,61619,1.0
2020-05-27,2140.0,73.0,5839.0,101802,-3772.0,171443,2183,67458,1.0
2020-05-28,2054.0,71.0,3793.0,99992,-1810.0,173497,2254,71251,1.0
2020-05-29,2332.0,76.0,3474.0,98774,-1218.0,175829,2330,74725,1.0
2020-05-30,2367.0,78.0,3599.0,97464,-1310.0,178196,2408,78324,1.0
2020-05-31,2595.0,69.0,1855.0,98135,671.0,180791,2477,80179,1.0
2020-06-01,2297.0,76.0,2060.0,98296,161.0,183088,2553,82239,1.0
2020-06-02,2286.0,71.0,6030.0,94481,-3815.0,185374,2624,88269,1.0
2020-06-03,1842.0,61.0,3385.0,92877,-1604.0,187216,2685,91654,1.0
2020-06-04,1998.0,64.0,3061.0,91750,-1127.0,189214,2749,94715,1.0
2020-06-05,1855.0,57.0,2643.0,90905,-845.0,191069,2806,97358,1.0
2020-06-06,1992.0,58.0,3073.0,89766,-1139.0,193061,2864,100431,1.0
2020-06-07,1956.0,55.0,2283.0,89384,-382.0,195017,2919,102714,1.0
2020-06-08,2001.0,51.0,1633.0,89701,317.0,197018,2970,104347,1.0
2020-06-09,1572.0,59.0,5390.0,85824,-3877.0,198590,3029,109737,1.0
2020-06-10,1195.0,56.0,3796.0,83167,-2657.0,199785,3085,113533,1.0
2020-06-11,1436.0,53.0,2236.0,82314,-853.0,201221,3138,115769,1.0
2020-06-12,1714.0,49.0,2255.0,81724,-590.0,202935,3187,118024,1.0
2020-06-13,1493.0,44.0,1534.0,81639,-85.0,204428,3231,119558,1.0
2020-06-14,1477.0,50.0,2133.0,80933,-706.0,205905,3281,121691,1.0
2020-06-15,1359.0,53.0,1549.0,80690,-243.0,207264,3334,123240,1.0
2020-06-16,1416.0,52.0,2874.0,79180,-1510.0,208680,3386,126114,1.0
2020-06-17,1065.0,48.0,2271.0,77926,-1254.0,209745,3434,128385,1.0
2020-06-18,1040.0,49.0,2046.0,76871,-1055.0,210785,3483,130431,1.0
2020-06-19,1136.0,48.0,2003.0,75956,-915.0,211921,3531,132434,1.0
2020-06-20,1057.0,34.0,2115.0,74864,-1092.0,212978,3565,134549,1.0
2020-06-21,968.0,32.0,1007.0,74793,-71.0,213946,3597,135556,1.0
2020-06-22,1068.0,20.0,1114.0,74727,-66.0,215014,3617,136670,1.0
2020-06-23,1081.0,26.0,2578.0,73204,-1523.0,216095,3643,139248,1.0
2020-06-24,811.0,14.0,2020.0,71981,-1223.0,216906,3657,141268,1.0
2020-06-25,885.0,12.0,926.0,71928,-53.0,217791,3669,142194,1.0
2020-06-26,813.0,25.0,1997.0,70719,-1209.0,218604,3694,144191,1.0
2020-06-27,750.0,20.0,1852.0,69597,-1122.0,219354,3714,146043,1.0
2020-06-28,717.0,24.0,1052.0,69238,-359.0,220071,3738,147095,1.0
2020-06-29,782.0,23.0,1007.0,68990,-248.0,220853,3761,148102,1.0
2020-06-30,745.0,35.0,2295.0,67405,-1585.0,221598,3796,150397,1.0
2020-07-01,611.0,35.0,1796.0,66185,-1220.0,222209,3831,152193,1.0
2020-07-02,662.0,39.0,1055.0,65753,-432.0,222871,3870,153248,1.0
2020-07-03,659.0,34.0,1591.0,64787,-966.0,223530,3904,154839,1.0
2020-07-04,680.0,25.0,1620.0,63822,-965.0,224210,3929,156459,1.0
2020-07-05,650.0,24.0,561.0,63887,65.0,224860,3953,157020,1.0
2020-07-06,685.0,22.0,632.0,63918,31.0,225545,3975,157652,1.0
2020-07-07,629.0,24.0,2066.0,62457,-1461.0,226174,3999,159718,1.0
2020-07-08,621.0,28.0,1195.0,61855,-602.0,226795,4027,160913,1.0
2020-07-09,568.0,32.0,1173.0,61218,-637.0,227363,4059,162086,1.0
2020-07-10,637.0,28.0,1007.0,60820,-398.0,228000,4087,163093,1.0
2020-07-11,678.0,29.0,1002.0,60467,-353.0,228678,4116,164095,1.0
2020-07-12,679.0,27.0,465.0,60654,187.0,229357,4143,164560,1.0
2020-07-13,672.0,25.0,394.0,60907,253.0,230029,4168,164954,1.0
2020-07-14,613.0,37.0,1012.0,60471,-436.0,230642,4205,165966,1.0
2020-07-15,628.0,29.0,1844.0,59226,-1245.0,231270,4234,167810,1.0
2020-07-16,531.0,24.0,1145.0,58588,-638.0,231801,4258,168955,1.0
2020-07-17,575.0,13.0,682.0,58468,-120.0,232376,4271,169637,1.0
2020-07-18,578.0,14.0,543.0,58489,21.0,232954,4285,170180,1.0
2020-07-19,591.0,14.0,359.0,58707,218.0,233545,4299,170539,1.0
2020-07-20,578.0,15.0,379.0,58891,184.0,234123,4314,170918,1.0
2020-07-21,602.0,17.0,853.0,58623,-268.0,234725,4331,171771,1.0
2020-07-22,638.0,19.0,1168.0,58074,-549.0,235363,4350,172939,1.0
2020-07-23,608.0,14.0,453.0,58215,141.0,235971,4364,173392,1.0
2020-07-24,645.0,11.0,462.0,58387,172.0,236616,4375,173854,1.0
2020-07-25,648.0,14.0,561.0,58460,73.0,237264,4389,174415,1.0
2020-07-26,683.0,9.0,306.0,58828,368.0,237947,4398,174721,1.0
2020-07-27,694.0,13.0,264.0,59245,417.0,238641,4411,174985,1.0
2020-07-28,674.0,10.0,827.0,59082,-163.0,239315,4421,175812,1.0
2020-07-29,671.0,13.0,625.0,59115,33.0,239986,4434,176437,1.0
2020-07-30,678.0,12.0,1471.0,58310,-805.0,240664,4446,177908,1.0
2020-07-31,695.0,14.0,1260.0,57731,-579.0,241359,4460,179168,1.0
2020-08-01,690.0,13.0,1413.0,56995,-736.0,242049,4473,180581,1.0
2020-08-02,664.0,12.0,761.0,56886,-109.0,242713,4485,181342,1.0
2020-08-03,693.0,13.0,842.0,56724,-162.0,243406,4498,182184,1.0
2020-08-04,691.0,12.0,1456.0,55947,-777.0,244097,4510,183640,1.0
2020-08-05,687.0,11.0,1329.0,55294,-653.0,244784,4521,184969,1.0
2020-08-06,684.0,13.0,1254.0,54711,-583.0,245468,4534,186223,1.0
2020-08-07,686.0,12.0,1353.0,54032,-679.0,246154,4546,187576,1.0
2020-08-08,691.0,14.0,1278.0,53431,-601.0,246845,4560,188854,1.0
2020-08-09,689.0,12.0,803.0,53305,-126.0,247534,4572,189657,1.0
2020-08-10,694.0,13.0,898.0,53088,-217.0,248228,4585,190555,1.0
2020-08-11,694.0,14.0,1043.0,52725,-363.0,248922,4599,191598,1.0
2020-08-12,689.0,12.0,1088.0,52314,-411.0,249611,4611,192686,1.0
2020-08-13,692.0,11.0,787.0,52208,-106.0,250303,4622,193473,1.0
2020-08-14,688.0,11.0,1350.0,51535,-673.0,250991,4633,194823,1.0
2020-08-15,695.0,12.0,1275.0,50943,-592.0,251686,4645,196098,1.0
2020-08-16,688.0,11.0,1045.0,50575,-368.0,252374,4656,197143,1.0
2020-08-17,690.0,10.0,819.0,50436,-139.0,253064,4666,197962,1.0
2020-08-18,693.0,11.0,1155.0,49963,-473.0,253757,4677,199117,1.0
2020-08-19,691.0,10.0,1242.0,49402,-561.0,254448,4687,200359,1.0
2020-08-20,688.0,11.0,1208.0,48871,-531.0,255136,4698,201567,1.0
2020-08-21,690.0,12.0,1160.0,48389,-482.0,255826,4710,202727,1.0
2020-08-22,687.0,10.0,1094.0,47972,-417.0,256513,4720,203821,1.0
2020-08-23,611.0,11.0,965.0,47607,-365.0,257124,4731,204786,1.0
2020-08-24,625.0,10.0,863.0,47359,-248.0,257749,4741,205649,1.0
2020-08-25,681.0,12.0,1155.0,46873,-486.0,258430,4753,206804,1.0
2020-08-26,640.0,11.0,1389.0,46113,-760.0,259070,4764,208193,1.0
2020-08-27,637.0,12.0,1435.0,45303,-810.0,259707,4776,209628,1.0
2020-08-28,654.0,10.0,1280.0,44667,-636.0,260361,4786,210908,1.0
2020-08-29,677.0,12.0,1393.0,43939,-728.0,261038,4798,212301,1.0
2020-08-30,695.0,11.0,904.0,43719,-220.0,261733,4809,213205,1.0
2020-08-31,685.0,12.0,916.0,43476,-243.0,262418,4821,214121,1.0
2020-09-01,641.0,11.0,1262.0,42844,-632.0,263059,4832,215383,1.0
2020-09-02,625.0,12.0,1359.0,42098,-746.0,263684,4844,216742,1.0
2020-09-03,690.0,13.0,1157.0,41618,-480.0,264374,4857,217899,1.0
2020-09-04,692.0,10.0,1196.0,41104,-514.0,265066,4867,219095,1.0
2020-09-05,671.0,11.0,1312.0,40452,-652.0,265737,4878,220407,1.0
2020-09-06,620.0,13.0,963.0,40096,-356.0,266357,4891,221370,1.0
2020-09-07,690.0,14.0,882.0,39890,-206.0,267047,4905,222252,1.0
2020-09-08,695.0,16.0,1250.0,39319,-571.0,267742,4921,223502,1.0
2020-09-09,642.0,12.0,1338.0,38611,-708.0,268384,4933,224840,1.0
2020-09-10,695.0,14.0,1434.0,37858,-753.0,269079,4947,226274,1.0
2020-09-11,698.0,9.0,1256.0,37291,-567.0,269777,4956,227530,1.0
2020-09-12,670.0,12.0,1143.0,36806,-485.0,270447,4968,228673,1.0
2020-09-13,650.0,14.0,900.0,36542,-264.0,271097,4982,229573,1.0
2020-09-14,696.0,11.0,824.0,36403,-139.0,271793,4993,230397,1.0
2020-09-15,730.0,13.0,1086.0,36034,-369.0,272523,5006,231483,1.0
2020-09-16,750.0,10.0,1223.0,35551,-483.0,273273,5016,232706,1.0
2020-09-17,730.0,9.0,1323.0,34949,-602.0,274003,5025,234029,1.0
2020-09-18,805.0,8.0,1107.0,34639,-310.0,274808,5033,235136,1.0
2020-09-19,825.0,11.0,919.0,34534,-105.0,275633,5044,236055,1.0
2020-09-20,860.0,13.0,892.0,34489,-45.0,276493,5057,236947,1.0
2020-09-21,915.0,12.0,988.0,34404,-85.0,277408,5069,237935,1.0
2020-09-22,980.0,15.0,1191.0,34178,-226.0,278388,5084,239126,1.0
2020-09-23,970.0,16.0,1226.0,33906,-272.0,279358,5100,240352,1.0
2020-09-24,1050.0,15.0,1304.0,33637,-269.0,280408,5115,241656,1.0
2020-09-25,1560.0,14.0,1227.0,33956,319.0,281968,5129,242883,1.0
2020-09-26,1792.0,17.0,1123.0,34608,652.0,283760,5146,244006,1.0
2020-09-27,2016.0,18.0,1126.0,35480,872.0,285776,5164,245132,1.0
2020-09-28,2217.0,16.0,942.0,36739,1259.0,287993,5180,246074,1.0
2020-09-29,2300.0,23.0,1227.0,37789,1050.0,290293,5203,247301,1.0
2020-09-30,2308.0,27.0,1349.0,38721,932.0,292601,5230,248650,1.0
2020-10-01,2424.0,24.0,1211.0,39910,1189.0,295025,5254,249861,1.0
2020-10-02,2704.0,28.0,1157.0,41429,1519.0,297729,5282,251018,1.0
2020-10-03,2884.0,32.0,1069.0,43212,1783.0,300613,5314,252087,1.0
2020-10-04,3327.0,29.0,944.0,45566,2354.0,303940,5343,253031,1.0
2020-10-05,3537.0,27.0,913.0,48163,2597.0,307477,5370,253944,1.0
2020-10-06,4082.0,31.0,1156.0,51058,2895.0,311559,5401,255100,1.0
2020-10-07,3229.0,41.0,1262.0,52984,1926.0,314788,5442,256362,1.0
2020-10-08,3323.0,55.0,1341.0,54911,1927.0,318111,5497,257703,1.0
2020-10-09,3701.0,33.0,1424.0,57155,2244.0,321812,5530,259127,1.0
2020-10-10,4105.0,30.0,1306.0,59924,2769.0,325917,5560,260433,1.0
2020-10-11,4501.0,35.0,1186.0,63204,3280.0,330418,5595,261619,1.0
2020-10-12,4395.0,34.0,1131.0,66434,3230.0,334813,5629,262750,1.0
2020-10-13,4618.0,58.0,1750.0,69244,2810.0,339431,5687,264500,1.0
2020-10-14,4573.0,52.0,1970.0,71795,2551.0,344004,5739,266470,1.0
2020-10-15,3942.0,57.0,1953.0,73727,1932.0,347946,5796,268423,1.0
2020-10-16,5049.0,54.0,1803.0,76919,3192.0,352995,5850,270226,1.0
2020-10-17,4648.0,2.0,2001.0,79564,2645.0,357643,5852,272227,1.0
2020-10-18,4610.0,106.0,1654.0,82414,2850.0,362253,5958,273881,1.0
2020-10-19,5376.0,51.0,1767.0,85972,3558.0,367629,6009,275648,1.0
2020-10-20,4999.0,49.0,1960.0,88962,2990.0,372628,6058,277608,1.0
2020-10-21,4389.0,63.0,2365.0,90923,1961.0,377017,6121,279973,1.0
2020-10-22,4413.0,66.0,2519.0,92751,1828.0,381430,6187,282492,1.0
2020-10-23,5478.0,62.0,2779.0,95388,2637.0,386908,6249,285271,1.0
2020-10-24,4453.0,63.0,2639.0,97139,1751.0,391361,6312,287910,1.0
2020-10-25,4455.0,68.0,2614.0,98912,1773.0,395816,6380,290524,1.0
2020-10-26,5224.0,62.0,2681.0,101393,2481.0,401040,6442,293205,1.0
2020-10-27,4312.0,61.0,3269.0,102375,982.0,405352,6503,296474,1.0
2020-10-28,3670.0,75.0,3577.0,102393,18.0,409022,6578,300051,1.0
2020-10-29,4906.0,66.0,3780.0,103453,1060.0,413928,6644,303831,1.0
2020-10-30,5268.0,69.0,3985.0,104667,1214.0,419196,6713,307816,1.0
2020-10-31,4952.0,55.0,3634.0,105930,1263.0,424148,6768,311450,1.0
2020-11-01,5261.0,52.0,3341.0,107798,1868.0,429409,6820,314791,1.0
2020-11-02,4796.0,53.0,3241.0,109300,1502.0,434205,6873,318032,1.0
2020-11-03,5150.0,63.0,3647.0,110740,1440.0,439355,6936,321679,1.0
2020-11-04,5826.0,68.0,3852.0,112646,1906.0,445181,7004,325531,1.0
2020-11-05,5255.0,67.0,3670.0,114164,1518.0,450436,7071,329201,1.0
2020-11-06,6253.0,69.0,3783.0,116565,2401.0,456689,7140,332984,1.0
2020-11-07,5829.0,75.0,3675.0,118644,2079.0,462518,7215,336659,1.0
2020-11-08,5751.0,74.0,3254.0,121067,2423.0,468269,7289,339913,1.0
2020-11-09,6897.0,72.0,3313.0,124579,3512.0,475166,7361,343226,1.0
2020-11-10,5902.0,68.0,3663.0,126750,2171.0,481068,7429,346889,1.0
2020-11-11,4477.0,73.0,3857.0,127297,547.0,485545,7502,350746,1.0
2020-11-12,5997.0,71.0,3959.0,129264,1967.0,491542,7573,354705,1.0
2020-11-13,5974.0,70.0,4219.0,130949,1685.0,497516,7643,358924,1.0
2020-11-14,6427.0,69.0,4423.0,132884,1935.0,503943,7712,363347,1.0
2020-11-15,6271.0,75.0,4266.0,134814,1930.0,510214,7787,367613,1.0
2020-11-16,6360.0,72.0,4244.0,136858,2044.0,516574,7859,371857,1.0
2020-11-17,5882.0,74.0,5274.0,137392,534.0,522456,7933,377131,1.0
2020-11-18,4174.0,76.0,5503.0,135987,-1405.0,526630,8009,382634,1.0
2020-11-19,6438.0,73.0,5782.0,136570,583.0,533068,8082,388416,1.0
2020-11-20,6902.0,77.0,5836.0,137559,989.0,539970,8159,394252,1.0
2020-11-21,7168.0,74.0,6080.0,138573,1014.0,547138,8233,400332,1.0
2020-11-22,6575.0,75.0,5245.0,139828,1255.0,553713,8308,405577,1.0
2020-11-23,6866.0,71.0,5064.0,141559,1731.0,560579,8379,410641,1.0
2020-11-24,5838.0,76.0,5601.0,141720,161.0,566417,8455,416242,1.0
2020-11-25,4685.0,75.0,5947.0,140383,-1337.0,571102,8530,422189,1.0
2020-11-26,6075.0,73.0,6229.0,140156,-227.0,577177,8603,428418,1.0
2020-11-27,7918.0,77.0,6484.0,141513,1357.0,585095,8680,434902,1.0
2020-11-28,7320.0,76.0,6633.0,142124,611.0,592415,8756,441535,1.0
2020-11-29,6798.0,72.0,5576.0,143274,1150.0,599213,8828,447111,1.0
2020-11-30,6511.0,74.0,5073.0,144638,1364.0,605724,8902,452184,1.0
2020-12-01,6524.0,76.0,6225.0,144861,223.0,612248,8978,458409,1.0
2020-12-02,5191.0,75.0,6575.0,143402,-1459.0,617439,9053,464984,1.0
2020-12-03,7750.0,73.0,6849.0,144230,828.0,625189,9126,471833,1.0
2020-12-04,6868.0,77.0,6891.0,144130,-100.0,632057,9203,478724,1.0
2020-12-05,7993.0,74.0,6584.0,145465,1335.0,640050,9277,485308,1.0
2020-12-06,7512.0,72.0,5536.0,147369,1904.0,647562,9349,490844,1.0
2020-12-07,7279.0,76.0,5027.0,149545,2176.0,654841,9425,495871,1.0
2020-12-08,5232.0,71.0,5532.0,149174,-371.0,660073,9496,501403,1.0
2020-12-09,5145.0,75.0,5746.0,148498,-676.0,665218,9571,507149,1.0
2020-12-10,6730.0,74.0,5820.0,149334,836.0,671948,9645,512969,1.0
2020-12-11,7215.0,77.0,5920.0,150552,1218.0,679163,9722,518889,1.0
2020-12-12,6622.0,76.0,5890.0,151208,656.0,685785,9798,524779,1.0
2020-12-13,6425.0,72.0,4841.0,152720,1512.0,692210,9870,529620,1.0
2020-12-14,5874.0,75.0,4932.0,153587,867.0,698084,9945,534552,1.0
2020-12-15,5418.0,77.0,5307.0,153621,34.0,703502,10022,539859,1.0
2020-12-16,5028.0,73.0,5571.0,153005,-616.0,708530,10095,545430,1.0
2020-12-17,6711.0,76.0,5777.0,153863,858.0,715241,10171,551207,1.0
2020-12-18,6937.0,72.0,5821.0,154907,1044.0,722178,10243,557028,1.0
2020-12-19,6459.0,74.0,5925.0,155367,460.0,728637,10317,562953,1.0
2020-12-20,7263.0,77.0,4790.0,157763,2396.0,735900,10394,567743,1.0
2020-12-21,7797.0,75.0,4798.0,160687,2924.0,743697,10469,572541,1.0
2020-12-22,7237.0,71.0,5003.0,162850,2163.0,750934,10540,577544,1.0
2020-12-23,5652.0,73.0,5228.0,163201,351.0,756586,10613,582772,1.0
2020-12-24,8203.0,76.0,5508.0,165820,2619.0,764789,10689,588280,1.0
2020-12-25,7315.0,74.0,5659.0,167402,1582.0,772104,10763,593939,1.0
2020-12-26,7480.0,77.0,5602.0,169203,1801.0,779584,10840,599541,1.0
2020-12-27,6620.0,73.0,5063.0,170687,1484.0,786204,10913,604604,1.0
2020-12-28,6253.0,76.0,5166.0,171698,1011.0,792457,10989,609770,1.0
2020-12-29,5641.0,75.0,5626.0,171638,-60.0,798098,11064,615396,1.0
2020-12-30,5105.0,72.0,5896.0,170775,-863.0,803203,11136,621292,1.0
2020-12-31,6566.0,73.0,6076.0,171192,417.0,809769,11209,627368,1.0
2021-01-01,5907.0,71.0,6334.0,170694,-498.0,815676,11280,633702,1.0
2021-01-02,5452.0,76.0,6107.0,169963,-731.0,821128,11356,639809,1.0
2021-01-03,3851.0,77.0,6114.0,167623,-2340.0,824979,11433,645923,1.0
2021-01-04,3591.0,74.0,6401.0,164739,-2884.0,828570,11507,652324,1.0
2021-01-05,4842.0,75.0,6752.0,162754,-1985.0,833412,11582,659076,1.0
2021-01-06,5142.0,70.0,7206.0,160620,-2134.0,838554,11652,666282,1.0
2021-01-07,4871.0,76.0,7410.0,158005,-2615.0,843425,11728,673692,1.0
2021-01-08,5027.0,71.0,7067.0,155894,-2111.0,848452,11799,680759,1.0
2021-01-09,4900.0,74.0,7302.0,153418,-2476.0,853352,11873,688061,1.0
2021-01-10,4216.0,77.0,7045.0,150512,-2906.0,857568,11950,695106,1.0
2021-01-11,4646.0,75.0,6684.0,148399,-2113.0,862214,12025,701790,1.0
2021-01-12,5001.0,72.0,6778.0,146550,-1849.0,867215,12097,708568,1.0
2021-01-13,4320.0,76.0,6870.0,143924,-2626.0,871535,12173,715438,1.0
2021-01-14,5893.0,68.0,7049.0,142700,-1224.0,877428,12241,722487,1.0
2021-01-15,5534.0,81.0,6602.0,141551,-1149.0,882962,12322,729089,1.0
2021-01-16,4674.0,79.0,5639.0,140507,-1044.0,887636,12401,734728,1.0
2021-01-17,4012.0,67.0,4612.0,139840,-667.0,891648,12468,739340,1.0
2021-01-18,3679.0,73.0,4009.0,139437,-403.0,895327,12541,743349,1.0
2021-01-19,3115.0,84.0,4532.0,137936,-1501.0,898442,12625,747881,1.0
2021-01-20,2452.0,65.0,4770.0,135553,-2383.0,900894,12690,752651,1.0
2021-01-21,3458.0,69.0,5220.0,133722,-1831.0,904352,12759,757871,1.0
2021-01-22,3037.0,72.0,5629.0,131058,-2664.0,907389,12831,763500,1.0
2021-01-23,2668.0,64.0,5933.0,127729,-3329.0,910057,12895,769433,1.0
2021-01-24,3069.0,74.0,5117.0,125607,-2122.0,913126,12969,774550,1.0
2021-01-25,2382.0,61.0,5274.0,122654,-2953.0,915508,13030,779824,1.0
2021-01-26,2317.0,70.0,5572.0,119329,-3325.0,917825,13100,785396,1.0
2021-01-27,1837.0,75.0,5924.0,115167,-4162.0,919662,13175,791320,1.0
2021-01-28,2897.0,62.0,6142.0,111860,-3307.0,922559,13237,797462,1.0
2021-01-29,2799.0,63.0,6180.0,108416,-3444.0,925358,13300,803642,1.0
2021-01-30,2430.0,68.0,5584.0,105194,-3222.0,927788,13368,809226,1.0
2021-01-31,2284.0,66.0,5502.0,101910,-3284.0,930072,13434,814728,1.0
2021-02-01,2037.0,61.0,4883.0,99003,-2907.0,932109,13495,819611,1.0
2021-02-02,1701.0,74.0,5012.0,95618,-3385.0,933810,13569,824623,1.0
2021-02-03,1545.0,65.0,5221.0,91877,-3741.0,935355,13634,829844,1.0
2021-02-04,2095.0,67.0,5324.0,88581,-3296.0,937450,13701,835168,1.0
2021-02-05,2032.0,71.0,4664.0,85878,-2703.0,939482,13772,839832,1.0
2021-02-06,2214.0,60.0,4333.0,83699,-2179.0,941696,13832,844165,1.0
2021-02-07,2028.0,64.0,3657.0,82006,-1693.0,943724,13896,847822,1.0
2021-02-08,1728.0,62.0,3349.0,80323,-1683.0,945452,13958,851171,1.0
2021-02-09,1584.0,73.0,3554.0,78280,-2043.0,947036,14031,854725,1.0
2021-02-10,1441.0,68.0,3633.0,76020,-2260.0,948477,14099,858358,1.0
2021-02-11,2040.0,61.0,3558.0,74441,-1579.0,950517,14160,861916,1.0
