date,cases_day,deaths_day,recovered_day,active_now,active_delta,total_cases,total_deaths,recovered_total,period_days
2021-02-12,2139.0,63.0,3184.0,73333,-1108.0,952656,14223,865100,1.0
2021-02-13,1963.0,67.0,2680.0,72549,-784.0,954619,14290,867780,1.0
2021-02-14,1559.0,58.0,2089.0,71961,-588.0,956178,14348,869869,1.0
2021-02-15,1818.0,56.0,1967.0,71756,-205.0,957996,14404,871836,1.0
2021-02-16,1409.0,60.0,2062.0,71043,-713.0,959405,14464,873898,1.0
2021-02-17,1282.0,59.0,2243.0,70023,-1020.0,960687,14523,876141,1.0
2021-02-18,1950.0,55.0,2514.0,69404,-619.0,962637,14578,878655,1.0
2021-02-19,1972.0,53.0,2112.0,69211,-193.0,964609,14631,880767,1.0
2021-02-20,1623.0,58.0,2041.0,68735,-476.0,966232,14689,882808,1.0
2021-02-21,1602.0,52.0,1807.0,68478,-257.0,967834,14741,884615,1.0
2021-02-22,1723.0,41.0,1658.0,68502,24.0,969557,14782,886273,1.0
2021-02-23,1198.0,49.0,1364.0,68287,-215.0,970755,14831,887637,1.0
2021-02-24,1417.0,43.0,1719.0,67942,-345.0,972172,14874,889356,1.0
2021-02-25,1406.0,47.0,2092.0,67209,-733.0,973578,14921,891448,1.0
2021-02-26,1336.0,45.0,2423.0,66077,-1132.0,974914,14966,893871,1.0
2021-02-27,1825.0,41.0,2008.0,65853,-224.0,976739,15007,895879,1.0
2021-02-28,1737.0,48.0,1819.0,65723,-130.0,978476,15055,897698,1.0
2021-03-01,2097.0,42.0,1541.0,66237,514.0,980573,15097,899239,1.0
2021-03-02,1277.0,49.0,1796.0,65669,-568.0,981850,15146,901035,1.0
2021-03-03,1284.0,46.0,2065.0,64842,-827.0,983134,15192,903100,1.0
2021-03-04,2150.0,51.0,2421.0,64520,-322.0,985284,15243,905521,1.0
2021-03-05,1757.0,54.0,2249.0,63974,-546.0,987041,15297,907770,1.0
2021-03-06,1820.0,50.0,1922.0,63822,-152.0,988861,15347,909692,1.0
2021-03-07,1534.0,47.0,1417.0,63892,70.0,990395,15394,911109,1.0
2021-03-08,1421.0,53.0,1037.0,64223,331.0,991816,15447,912146,1.0
2021-03-09,1066.0,49.0,1027.0,64213,-10.0,992882,15496,913173,1.0
2021-03-10,1116.0,51.0,1453.0,63825,-388.0,993998,15547,914626,1.0
2021-03-11,1281.0,54.0,1578.0,63474,-351.0,995279,15601,916204,1.0
2021-03-12,1610.0,56.0,1605.0,63423,-51.0,996889,15657,917809,1.0
2021-03-13,1600.0,52.0,1469.0,63502,79.0,998489,15709,919278,1.0
2021-03-14,1905.0,55.0,1110.0,64242,740.0,1000394,15764,920388,1.0
2021-03-15,1353.0,51.0,1036.0,64508,266.0,1001747,15815,921424,1.0
2021-03-16,1533.0,57.0,1475.0,64509,1.0,1003280,15872,922899,1.0
2021-03-17,1201.0,53.0,1595.0,64062,-447.0,1004481,15925,924494,1.0
2021-03-18,1934.0,48.0,1760.0,64188,126.0,1006415,15973,926254,1.0
2021-03-19,1809.0,51.0,1902.0,64044,-144.0,1008224,16024,928156,1.0
2021-03-20,1728.0,54.0,1769.0,63949,-95.0,1009952,16078,929925,1.0
2021-03-21,1511.0,50.0,1371.0,64039,90.0,1011463,16128,931296,1.0
2021-03-22,1586.0,56.0,1132.0,64437,398.0,1013049,16184,932428,1.0
2021-03-23,1042.0,51.0,1379.0,64049,-388.0,1014091,16235,933807,1.0
2021-03-24,1431.0,53.0,1593.0,63834,-215.0,1015522,16288,935400,1.0
2021-03-25,1787.0,49.0,1722.0,63850,16.0,1017309,16337,937122,1.0
2021-03-26,1813.0,55.0,1551.0,64057,207.0,1019122,16392,938673,1.0
2021-03-27,1551.0,54.0,1368.0,64186,129.0,1020673,16446,940041,1.0
2021-03-28,1878.0,52.0,1151.0,64861,675.0,1022551,16498,941192,1.0
2021-03-29,1612.0,49.0,844.0,65580,719.0,1024163,16547,942036,1.0
2021-03-30,1291.0,56.0,1165.0,65650,70.0,1025454,16603,943201,1.0
2021-03-31,1286.0,53.0,1537.0,65346,-304.0,1026740,16656,944738,1.0
2021-04-01,2151.0,51.0,1632.0,65814,468.0,1028891,16707,946370,1.0
2021-04-02,1764.0,57.0,1324.0,66197,383.0,1030655,16764,947694,1.0
2021-04-03,2011.0,52.0,1151.0,67005,808.0,1032666,16816,948845,1.0
2021-04-04,1901.0,56.0,998.0,67852,847.0,1034567,16872,949843,1.0
2021-04-05,1876.0,50.0,815.0,68863,1011.0,1036443,16922,950658,1.0
2021-04-06,1747.0,54.0,1193.0,69363,500.0,1038190,16976,951851,1.0
2021-04-07,1585.0,51.0,1551.0,69346,-17.0,1039775,17027,953402,1.0
2021-04-08,2024.0,55.0,1746.0,69569,223.0,1041799,17082,955148,1.0
2021-04-09,2421.0,57.0,1989.0,69944,375.0,1044220,17139,957137,1.0
2021-04-10,2006.0,53.0,1646.0,70251,307.0,1046226,17192,958783,1.0
2021-04-11,2090.0,56.0,1388.0,70897,646.0,1048316,17248,960171,1.0
2021-04-12,1833.0,54.0,1221.0,71455,558.0,1050149,17302,961392,1.0
2021-04-13,1782.0,58.0,1694.0,71485,30.0,1051931,17360,963086,1.0
2021-04-14,1837.0,52.0,1751.0,71519,34.0,1053768,17412,964837,1.0
2021-04-15,2455.0,59.0,1944.0,71971,452.0,1056223,17471,966781,1.0
2021-04-16,2476.0,57.0,1901.0,72489,518.0,1058699,17528,968682,1.0
2021-04-17,2822.0,58.0,1638.0,73615,1126.0,1061521,17586,970320,1.0
2021-04-18,2252.0,53.0,1237.0,74577,962.0,1063773,17639,971557,1.0
2021-04-19,2279.0,59.0,1089.0,75708,1131.0,1066052,17698,972646,1.0
2021-04-20,1996.0,56.0,1583.0,76065,357.0,1068048,17754,974229,1.0
2021-04-21,1988.0,58.0,1744.0,76251,186.0,1070036,17812,975973,1.0
2021-04-22,2704.0,54.0,1907.0,76994,743.0,1072740,17866,977880,1.0
2021-04-23,2502.0,57.0,2123.0,77316,322.0,1075242,17923,980003,1.0
2021-04-24,2541.0,59.0,1879.0,77919,603.0,1077783,17982,981882,1.0
2021-04-25,2526.0,53.0,1339.0,79053,1134.0,1080309,18035,983221,1.0
2021-04-26,2687.0,55.0,1125.0,80560,1507.0,1082996,18090,984346,1.0
2021-04-27,2098.0,58.0,1423.0,81177,617.0,1085094,18148,985769,1.0
2021-04-28,1840.0,54.0,1688.0,81275,98.0,1086934,18202,987457,1.0
2021-04-29,3215.0,56.0,1954.0,82480,1205.0,1090149,18258,989411,1.0
2021-04-30,2662.0,57.0,2008.0,83077,597.0,1092811,18315,991419,1.0
2021-05-01,3208.0,59.0,1929.0,84297,1220.0,1096019,18374,993348,1.0
2021-05-02,2699.0,54.0,1617.0,85325,1028.0,1098718,18428,994965,1.0
2021-05-03,2635.0,58.0,1408.0,86494,1169.0,1101353,18486,996373,1.0
2021-05-04,2050.0,61.0,1584.0,86899,405.0,1103403,18547,997957,1.0
2021-05-05,2432.0,56.0,1785.0,87490,591.0,1105835,18603,999742,1.0
2021-05-06,2114.0,59.0,2056.0,87489,-1.0,1107949,18662,1001798,1.0
2021-05-07,2846.0,60.0,2262.0,88013,524.0,1110795,18722,1004060,1.0
2021-05-08,2765.0,57.0,2482.0,88239,226.0,1113560,18779,1006542,1.0
2021-05-09,2828.0,58.0,2134.0,88875,636.0,1116388,18837,1008676,1.0
2021-05-10,2896.0,56.0,1976.0,89739,864.0,1119284,18893,1010652,1.0
2021-05-11,2628.0,61.0,2051.0,90255,516.0,1121912,18954,1012703,1.0
2021-05-12,2718.0,59.0,2394.0,90520,265.0,1124630,19013,1015097,1.0
2021-05-13,2787.0,55.0,2643.0,90609,89.0,1127417,19068,1017740,1.0
2021-05-14,3818.0,60.0,2943.0,91424,815.0,1131235,19128,1020683,1.0
2021-05-15,3073.0,58.0,2697.0,91742,318.0,1134308,19186,1023380,1.0
2021-05-16,2789.0,56.0,2414.0,92061,319.0,1137097,19242,1025794,1.0
2021-05-17,3573.0,57.0,2041.0,93536,1475.0,1140670,19299,1027835,1.0
2021-05-18,2430.0,59.0,2364.0,93543,7.0,1143100,19358,1030199,1.0
2021-05-19,2096.0,61.0,2663.0,92915,-628.0,1145196,19419,1032862,1.0
2021-05-20,3312.0,55.0,2877.0,93295,380.0,1148508,19474,1035739,1.0
2021-05-21,2954.0,58.0,2593.0,93598,303.0,1151462,19532,1038332,1.0
2021-05-22,2653.0,60.0,2428.0,93763,165.0,1154115,19592,1040760,1.0
2021-05-23,2924.0,56.0,2028.0,94603,840.0,1157039,19648,1042788,1.0
2021-05-24,2487.0,59.0,1730.0,95301,698.0,1159526,19707,1044518,1.0
2021-05-25,2075.0,57.0,2208.0,95111,-190.0,1161601,19764,1046726,1.0
2021-05-26,2416.0,62.0,2520.0,94945,-166.0,1164017,19826,1049246,1.0
2021-05-27,3105.0,58.0,2886.0,95106,161.0,1167122,19884,1052132,1.0
2021-05-28,3274.0,56.0,2998.0,95326,220.0,1170396,19940,1055130,1.0
2021-05-29,3241.0,61.0,2911.0,95595,269.0,1173637,20001,1058041,1.0
2021-05-30,3719.0,59.0,2547.0,96708,1113.0,1177356,20060,1060588,1.0
2021-05-31,2614.0,55.0,1877.0,97390,682.0,1179970,20115,1062465,1.0
2021-06-01,3669.0,62.0,2393.0,98604,1214.0,1183639,20177,1064858,1.0
2021-06-02,2842.0,60.0,2567.0,98819,215.0,1186481,20237,1067425,1.0
2021-06-03,2876.0,57.0,2682.0,98956,137.0,1189357,20294,1070107,1.0
2021-06-04,2817.0,58.0,2318.0,99397,441.0,1192174,20352,1072425,1.0
2021-06-05,2897.0,56.0,2180.0,100058,661.0,1195071,20408,1074605,1.0
2021-06-06,2936.0,61.0,1741.0,101192,1134.0,1198007,20469,1076346,1.0
2021-06-07,3266.0,59.0,1568.0,102831,1639.0,1201273,20528,1077914,1.0
2021-06-08,3817.0,62.0,2018.0,104568,1737.0,1205090,20590,1079932,1.0
2021-06-09,4124.0,58.0,2311.0,106323,1755.0,1209214,20648,1082243,1.0
2021-06-10,5245.0,63.0,2671.0,108834,2511.0,1214459,20711,1084914,1.0
2021-06-11,5853.0,60.0,3061.0,111566,2732.0,1220312,20771,1087975,1.0
2021-06-12,6701.0,67.0,2725.0,115475,3909.0,1227013,20838,1090700,1.0
2021-06-13,7704.0,69.0,3038.0,120072,4597.0,1234717,20907,1093738,1.0
2021-06-14,6590.0,72.0,2815.0,123775,3703.0,1241307,20979,1096553,1.0
2021-06-15,6805.0,71.0,3045.0,127464,3689.0,1248112,21050,1099598,1.0
2021-06-16,5782.0,75.0,3381.0,129790,2326.0,1253894,21125,1102979,1.0
2021-06-17,6195.0,73.0,3636.0,132276,2486.0,1260089,21198,1106615,1.0
2021-06-18,9056.0,78.0,3784.0,137470,5194.0,1269145,21276,1110399,1.0
2021-06-19,9120.0,76.0,3395.0,143119,5649.0,1278265,21352,1113794,1.0
2021-06-20,8305.0,81.0,2945.0,148398,5279.0,1286570,21433,1116739,1.0
2021-06-21,7584.0,79.0,3098.0,152805,4407.0,1294154,21512,1119837,1.0
2021-06-22,6555.0,86.0,3458.0,155816,3011.0,1300709,21598,1123295,1.0
2021-06-23,6534.0,88.0,3670.0,158592,2776.0,1307243,21686,1126965,1.0
2021-06-24,8598.0,92.0,4057.0,163041,4449.0,1315841,21778,1131022,1.0
2021-06-25,7916.0,98.0,4558.0,166301,3260.0,1323757,21876,1135580,1.0
2021-06-26,8457.0,96.0,4260.0,170402,4101.0,1332214,21972,1139840,1.0
2021-06-27,6723.0,114.0,4018.0,172993,2591.0,1338937,22086,1143858,1.0
2021-06-28,7246.0,124.0,4433.0,175682,2689.0,1346183,22210,1148291,1.0
2021-06-29,6209.0,121.0,4854.0,176916,1234.0,1352392,22331,1153145,1.0
2021-06-30,5823.0,117.0,5574.0,177048,132.0,1358215,22448,1158719,1.0
2021-07-01,7597.0,108.0,5934.0,178603,1555.0,1365812,22556,1164653,1.0
2021-07-02,6893.0,112.0,6271.0,179113,510.0,1372705,22668,1170924,1.0
2021-07-03,7446.0,116.0,5869.0,180574,1461.0,1380151,22784,1176793,1.0
2021-07-04,7624.0,111.0,5747.0,182340,1766.0,1387775,22895,1182540,1.0
2021-07-05,6557.0,106.0,5648.0,183143,803.0,1394332,23001,1188188,1.0
2021-07-06,5498.0,114.0,6019.0,182508,-635.0,1399830,23115,1194207,1.0
2021-07-07,5621.0,104.0,6488.0,181537,-971.0,1405451,23219,1200695,1.0
2021-07-08,6040.0,109.0,6805.0,180663,-874.0,1411491,23328,1207500,1.0
2021-07-09,6643.0,102.0,7231.0,179973,-690.0,1418134,23430,1214731,1.0
2021-07-10,5694.0,108.0,7035.0,178524,-1449.0,1423828,23538,1221766,1.0
2021-07-11,5410.0,110.0,6835.0,176989,-1535.0,1429238,23648,1228601,1.0
2021-07-12,5403.0,107.0,7096.0,175189,-1800.0,1434641,23755,1235697,1.0
2021-07-13,4991.0,103.0,7290.0,172787,-2402.0,1439632,23858,1242987,1.0
2021-07-14,3966.0,109.0,7519.0,169125,-3662.0,1443598,23967,1250506,1.0
2021-07-15,5237.0,101.0,7855.0,166406,-2719.0,1448835,24068,1258361,1.0
2021-07-16,5382.0,105.0,8032.0,163651,-2755.0,1454217,24173,1266393,1.0
2021-07-17,4561.0,102.0,7643.0,160467,-3184.0,1458778,24275,1274036,1.0
2021-07-18,4357.0,106.0,7283.0,157435,-3032.0,1463135,24381,1281319,1.0
2021-07-19,4007.0,103.0,7665.0,153674,-3761.0,1467142,24484,1288984,1.0
2021-07-20,3188.0,101.0,7968.0,148793,-4881.0,1470330,24585,1296952,1.0
2021-07-21,3254.0,104.0,8006.0,143937,-4856.0,1473584,24689,1304958,1.0
2021-07-22,4287.0,102.0,7587.0,140535,-3402.0,1477871,24791,1312545,1.0
2021-07-23,3425.0,107.0,7010.0,136843,-3692.0,1481296,24898,1319555,1.0
2021-07-24,3376.0,105.0,6577.0,133537,-3306.0,1484672,25003,1326132,1.0
2021-07-25,3406.0,103.0,5482.0,131358,-2179.0,1488078,25106,1331614,1.0
2021-07-26,2629.0,101.0,4580.0,129306,-2052.0,1490707,25207,1336194,1.0
2021-07-27,2623.0,98.0,4912.0,126919,-2387.0,1493330,25305,1341106,1.0
2021-07-28,2445.0,93.0,5131.0,124140,-2779.0,1495775,25398,1346237,1.0
2021-07-29,3356.0,79.0,5060.0,122357,-1783.0,1499131,25477,1351297,1.0
2021-07-30,3481.0,76.0,4574.0,121188,-1169.0,1502612,25553,1355871,1.0
2021-07-31,3514.0,73.0,4159.0,120470,-718.0,1506126,25626,1360030,1.0
2021-08-01,2484.0,78.0,3475.0,119401,-1069.0,1508610,25704,1363505,1.0
2021-08-02,3330.0,75.0,2881.0,119775,374.0,1511940,25779,1366386,1.0
2021-08-03,1952.0,71.0,3759.0,117897,-1878.0,1513892,25850,1370145,1.0
2021-08-04,2502.0,76.0,4302.0,116021,-1876.0,1516394,25926,1374447,1.0
2021-08-05,3227.0,68.0,4477.0,114703,-1318.0,1519621,25994,1378924,1.0
2021-08-06,2583.0,65.0,4043.0,113178,-1525.0,1522204,26059,1382967,1.0
2021-08-07,2235.0,67.0,3576.0,111770,-1408.0,1524439,26126,1386543,1.0
2021-08-08,2761.0,63.0,3052.0,111416,-354.0,1527200,26189,1389595,1.0
2021-08-09,2150.0,59.0,2618.0,110889,-527.0,1529350,26248,1392213,1.0
2021-08-10,1639.0,61.0,3072.0,109395,-1494.0,1530989,26309,1395285,1.0
2021-08-11,2076.0,58.0,3222.0,108191,-1204.0,1533065,26367,1398507,1.0
2021-08-12,2294.0,56.0,3329.0,107100,-1091.0,1535359,26423,1401836,1.0
2021-08-13,2529.0,59.0,3043.0,106527,-573.0,1537888,26482,1404879,1.0
2021-08-14,2317.0,57.0,2844.0,105943,-584.0,1540205,26539,1407723,1.0
2021-08-15,1954.0,58.0,2454.0,105385,-558.0,1542159,26597,1410177,1.0
2021-08-16,1489.0,54.0,2152.0,104668,-717.0,1543648,26651,1412329,1.0
2021-08-17,2006.0,56.0,2467.0,104151,-517.0,1545654,26707,1414796,1.0
2021-08-18,1590.0,59.0,3029.0,102653,-1498.0,1547244,26766,1417825,1.0
2021-08-19,2142.0,54.0,2805.0,101936,-717.0,1549386,26820,1420630,1.0
2021-08-20,1925.0,52.0,2599.0,101210,-726.0,1551311,26872,1423229,1.0
2021-08-21,1852.0,55.0,2544.0,100463,-747.0,1553163,26927,1425773,1.0
2021-08-22,1661.0,51.0,2140.0,99933,-530.0,1554824,26978,1427913,1.0
2021-08-23,1458.0,53.0,2006.0,99332,-601.0,1556282,27031,1429919,1.0
2021-08-24,1105.0,56.0,2148.0,98233,-1099.0,1557387,27087,1432067,1.0
2021-08-25,1402.0,52.0,2299.0,97284,-949.0,1558789,27139,1434366,1.0
2021-08-26,1712.0,54.0,2463.0,96479,-805.0,1560501,27193,1436829,1.0
2021-08-27,1509.0,51.0,2297.0,95640,-839.0,1562010,27244,1439126,1.0
2021-08-28,1498.0,55.0,2040.0,95043,-597.0,1563508,27299,1441166,1.0
2021-08-29,1444.0,52.0,1789.0,94646,-397.0,1564952,27351,1442955,1.0
2021-08-30,1424.0,50.0,1839.0,94181,-465.0,1566376,27401,1444794,1.0
2021-08-31,1162.0,44.0,1914.0,93385,-796.0,1567538,27445,1446708,1.0
2021-09-01,1229.0,47.0,1936.0,92631,-754.0,1568767,27492,1448644,1.0
2021-09-02,1864.0,51.0,1686.0,92758,127.0,1570631,27543,1450330,1.0
2021-09-03,1633.0,50.0,1556.0,92785,27.0,1572264,27593,1451886,1.0
2021-09-04,1549.0,55.0,1356.0,92923,138.0,1573813,27648,1453242,1.0
2021-09-05,1542.0,48.0,1158.0,93259,336.0,1575355,27696,1454400,1.0
2021-09-06,1463.0,46.0,1278.0,93398,139.0,1576818,27742,1455678,1.0
2021-09-07,1187.0,45.0,1441.0,93099,-299.0,1578005,27787,1457119,1.0
2021-09-08,1269.0,48.0,1513.0,92807,-292.0,1579274,27835,1458632,1.0
2021-09-09,1801.0,52.0,1461.0,93095,288.0,1581075,27887,1460093,1.0
2021-09-10,1566.0,48.0,1443.0,93170,75.0,1582641,27935,1461536,1.0
2021-09-11,1940.0,46.0,1317.0,93747,577.0,1584581,27981,1462853,1.0
2021-09-12,1592.0,42.0,1247.0,94050,303.0,1586173,28023,1464100,1.0
2021-09-13,2022.0,41.0,1259.0,94772,722.0,1588195,28064,1465359,1.0
2021-09-14,1609.0,47.0,1362.0,94972,200.0,1589804,28111,1466721,1.0
2021-09-15,1838.0,49.0,1430.0,95331,359.0,1591642,28160,1468151,1.0
2021-09-16,2479.0,45.0,1469.0,96296,965.0,1594121,28205,1469620,1.0
2021-09-17,2537.0,42.0,1359.0,97432,1136.0,1596658,28247,1470979,1.0
2021-09-18,2746.0,51.0,1280.0,98847,1415.0,1599404,28298,1472259,1.0
2021-09-19,2376.0,49.0,1215.0,99959,1112.0,1601780,28347,1473474,1.0
2021-09-20,2469.0,48.0,1223.0,101157,1198.0,1604249,28395,1474697,1.0
2021-09-21,1926.0,52.0,1300.0,101731,574.0,1606175,28447,1475997,1.0
2021-09-22,1991.0,50.0,1353.0,102319,588.0,1608166,28497,1477350,1.0
2021-09-23,3445.0,54.0,1331.0,104379,2060.0,1611611,28551,1478681,1.0
2021-09-24,2893.0,56.0,1277.0,105939,1560.0,1614504,28607,1479958,1.0
2021-09-25,3211.0,63.0,1245.0,107842,1903.0,1617715,28670,1481203,1.0
2021-09-26,3275.0,59.0,1213.0,109845,2003.0,1620990,28729,1482416,1.0
2021-09-27,3387.0,61.0,1560.0,111611,1766.0,1624377,28790,1483976,1.0
2021-09-28,2541.0,63.0,1886.0,112203,592.0,1626918,28853,1485862,1.0
2021-09-29,3004.0,65.0,1938.0,113204,1001.0,1629922,28918,1487800,1.0
2021-09-30,3998.0,62.0,2237.0,114903,1699.0,1633920,28980,1490037,1.0
2021-10-01,3993.0,64.0,2189.0,116643,1740.0,1637913,29044,1492226,1.0
2021-10-02,4032.0,67.0,2116.0,118492,1849.0,1641945,29111,1494342,1.0
2021-10-03,4294.0,65.0,1885.0,120836,2344.0,1646239,29176,1496227,1.0
2021-10-04,4410.0,66.0,1956.0,123224,2388.0,1650649,29242,1498183,1.0
2021-10-05,3827.0,72.0,2251.0,124728,1504.0,1654476,29314,1500434,1.0
2021-10-06,3589.0,71.0,2399.0,125847,1119.0,1658065,29385,1502833,1.0
2021-10-07,5404.0,69.0,2347.0,128835,2988.0,1663469,29454,1505180,1.0
2021-10-08,4595.0,71.0,2288.0,131071,2236.0,1668064,29525,1507468,1.0
2021-10-09,6001.0,70.0,2211.0,134791,3720.0,1674065,29595,1509679,1.0
2021-10-10,4610.0,72.0,2177.0,137152,2361.0,1678675,29667,1511856,1.0
2021-10-11,5002.0,71.0,2284.0,139799,2647.0,1683677,29738,1514140,1.0
2021-10-12,4699.0,70.0,2477.0,141951,2152.0,1688376,29808,1516617,1.0
2021-10-13,4410.0,72.0,2567.0,143722,1771.0,1692786,29880,1519184,1.0
2021-10-14,6712.0,72.0,3136.0,147226,3504.0,1699498,29952,1522320,1.0
2021-10-15,6631.0,69.0,3756.0,150032,2806.0,1706129,30021,1526076,1.0
2021-10-16,6545.0,72.0,3637.0,152868,2836.0,1712674,30093,1529713,1.0
2021-10-17,6740.0,70.0,3206.0,156332,3464.0,1719414,30163,1532919,1.0
2021-10-18,6823.0,69.0,3237.0,159849,3517.0,1726237,30232,1536156,1.0
2021-10-19,5700.0,73.0,3988.0,161488,1639.0,1731937,30305,1540144,1.0
2021-10-20,5847.0,76.0,4157.0,163102,1614.0,1737784,30381,1544301,1.0
2021-10-21,7897.0,77.0,4272.0,166650,3548.0,1745681,30458,1548573,1.0
2021-10-22,8166.0,79.0,4162.0,170575,3925.0,1753847,30537,1552735,1.0
2021-10-23,7803.0,82.0,3986.0,174310,3735.0,1761650,30619,1556721,1.0
2021-10-24,5279.0,84.0,3817.0,175688,1378.0,1766929,30703,1560538,1.0
2021-10-25,7778.0,83.0,3892.0,179491,3803.0,1774707,30786,1564430,1.0
2021-10-26,6074.0,86.0,3924.0,181555,2064.0,1780781,30872,1568354,1.0
2021-10-27,5789.0,91.0,4471.0,182782,1227.0,1786570,30963,1572825,1.0
2021-10-28,8440.0,95.0,5232.0,185895,3113.0,1795010,31058,1578057,1.0
2021-10-29,7511.0,93.0,5134.0,188179,2284.0,1802521,31151,1583191,1.0
2021-10-30,7267.0,97.0,5506.0,189843,1664.0,1809788,31248,1588697,1.0
2021-10-31,7603.0,94.0,5050.0,192302,2459.0,1817391,31342,1593747,1.0
2021-11-01,7103.0,96.0,5257.0,194052,1750.0,1824494,31438,1599004,1.0
2021-11-02,5736.0,98.0,6359.0,193331,-721.0,1830230,31536,1605363,1.0
2021-11-03,6827.0,95.0,6628.0,193435,104.0,1837057,31631,1611991,1.0
2021-11-04,6305.0,97.0,6633.0,193010,-425.0,1843362,31728,1618624,1.0
2021-11-05,6407.0,93.0,6024.0,193300,290.0,1849769,31821,1624648,1.0
2021-11-06,6880.0,98.0,5958.0,194124,824.0,1856649,31919,1630606,1.0
2021-11-07,4975.0,96.0,5238.0,193765,-359.0,1861624,32015,1635844,1.0
2021-11-08,4982.0,97.0,5262.0,193388,-377.0,1866606,32112,1641106,1.0
2021-11-09,5287.0,95.0,7257.0,191323,-2065.0,1871893,32207,1648363,1.0
2021-11-10,3927.0,98.0,7549.0,187603,-3720.0,1875820,32305,1655912,1.0
2021-11-11,6240.0,94.0,5505.0,188244,641.0,1882060,32399,1661417,1.0
2021-11-12,5183.0,96.0,6952.0,186379,-1865.0,1887243,32495,1668369,1.0
2021-11-13,4185.0,97.0,6597.0,183870,-2509.0,1891428,32592,1674966,1.0
2021-11-14,3734.0,95.0,6473.0,181036,-2834.0,1895162,32687,1681439,1.0
2021-11-15,3789.0,93.0,6364.0,178368,-2668.0,1898951,32780,1687803,1.0
2021-11-16,2606.0,97.0,7387.0,173490,-4878.0,1901557,32877,1695190,1.0
2021-11-17,2966.0,96.0,7477.0,168883,-4607.0,1904523,32973,1702667,1.0
2021-11-18,4062.0,94.0,7204.0,165647,-3236.0,1908585,33067,1709871,1.0
2021-11-19,3371.0,95.0,6562.0,162361,-3286.0,1911956,33162,1716433,1.0
2021-11-20,3239.0,93.0,6487.0,159020,-3341.0,1915195,33255,1722920,1.0
2021-11-21,3438.0,97.0,6081.0,156280,-2740.0,1918633,33352,1729001,1.0
2021-11-22,2786.0,94.0,5539.0,153433,-2847.0,1921419,33446,1734540,1.0
2021-11-23,2749.0,96.0,5351.0,150735,-2698.0,1924168,33542,1739891,1.0
2021-11-24,2533.0,93.0,5393.0,147782,-2953.0,1926701,33635,1745284,1.0
2021-11-25,3349.0,92.0,5161.0,145878,-1904.0,1930050,33727,1750445,1.0
2021-11-26,3929.0,94.0,5136.0,144577,-1301.0,1933979,33821,1755581,1.0
2021-11-27,3430.0,96.0,5116.0,142795,-1782.0,1937409,33917,1760697,1.0
2021-11-28,3086.0,95.0,4138.0,141648,-1147.0,1940495,34012,1764835,1.0
2021-11-29,3434.0,93.0,3703.0,141286,-362.0,1943929,34105,1768538,1.0
2021-11-30,2788.0,97.0,3816.0,140161,-1125.0,1946717,34202,1772354,1.0
2021-12-01,2757.0,94.0,3728.0,139096,-1065.0,1949474,34296,1776082,1.0
2021-12-02,3805.0,92.0,3634.0,139175,79.0,1953279,34388,1779716,1.0
2021-12-03,3304.0,95.0,3600.0,138784,-391.0,1956583,34483,1783316,1.0
2021-12-04,3356.0,93.0,3718.0,138329,-455.0,1959939,34576,1787034,1.0
2021-12-05,3301.0,92.0,3184.0,138354,25.0,1963240,34668,1790218,1.0
2021-12-06,3134.0,91.0,2753.0,138644,290.0,1966374,34759,1792971,1.0
2021-12-07,2573.0,94.0,2969.0,138154,-490.0,1968947,34853,1795940,1.0
2021-12-08,3004.0,90.0,3007.0,138061,-93.0,1971951,34943,1798947,1.0
2021-12-09,2948.0,92.0,3171.0,137746,-315.0,1974899,35035,1802118,1.0
2021-12-10,3477.0,89.0,3372.0,137762,16.0,1978376,35124,1805490,1.0
2021-12-11,3140.0,86.0,3584.0,137232,-530.0,1981516,35210,1809074,1.0
2021-12-12,2862.0,88.0,3494.0,136512,-720.0,1984378,35298,1812568,1.0
2021-12-13,2894.0,84.0,3016.0,136306,-206.0,1987272,35382,1815584,1.0
