year,month,day,date,total_cases,cases_day,total_deaths,deaths_day,fatality_percent,recovered_total,recovered_day,active_now,active_delta
2021,2,9,09.02.2021,947036,1584,14031,73,0.09,854725,3554,78280,-2043
2021,2,8,08.02.2021,945452,1728,13958,62,0.08,851171,3349,80323,-1683
2021,2,7,07.02.2021,943724,2028,13896,64,0.08,847822,3657,82006,-1693
2021,2,6,06.02.2021,941696,2214,13832,60,0.07,844165,4333,83699,-2179
2021,2,5,05.02.2021,939482,2032,13772,71,0.08,839832,4664,85878,-2703
2021,2,4,04.02.2021,937450,2095,13701,67,0.08,835168,5324,88581,-3296
2021,2,3,03.02.2021,935355,1545,13634,65,0.07,829844,5221,91877,-3741
2021,2,2,02.02.2021,933810,1701,13569,74,0.08,824623,5012,95618,-3385
2021,2,1,01.02.2021,932109,2037,13495,61,0.06,819611,4883,99003,-2907
2021,1,31,31.01.2021,930072,2284,13434,66,0.06,814728,5502,101910,-3284
2021,1,30,30.01.2021,927788,2430,13368,68,0.06,809226,5584,105194,-3222
2021,1,29,29.01.2021,925358,2799,13300,63,0.06,803642,6180,108416,-3444
2021,1,28,28.01.2021,922559,2897,13237,62,0.06,797462,6142,111860,-3307
2021,1,27,27.01.2021,919662,1837,13175,75,0.07,791320,5924,115167,-4162
2021,1,26,26.01.2021,917825,2317,13100,70,0.06,785396,5572,119329,-3325
2021,1,25,25.01.2021,915508,2382,13030,61,0.05,779824,5274,122654,-2953
2021,1,24,24.01.2021,913126,3069,12969,74,0.06,774550,5117,125607,-2122
2021,1,23,23.01.2021,910057,2668,12895,64,0.05,769433,5933,127729,-3329
2021,1,22,22.01.2021,907389,3037,12831,72,0.05,763500,5629,131058,-2664
2021,1,21,21.01.2021,904352,3458,12759,69,0.05,757871,5220,133722,-1831
2021,1,20,20.01.2021,900894,2452,12690,65,0.05,752651,4770,135553,-2383
2021,1,19,19.01.2021,898442,3115,12625,84,0.06,747881,4532,137936,-1501
2021,1,18,18.01.2021,895327,3679,12541,73,0.05,743349,4009,139437,-403
2021,1,17,17.01.2021,891648,4012,12468,67,0.05,739340,4612,139840,-667
2021,1,16,16.01.2021,887636,4674,12401,79,0.06,734728,5639,140507,-1044
2021,1,15,15.01.2021,882962,5534,12322,81,0.06,729089,6602,141551,-1149
2021,1,14,14.01.2021,877428,5893,12241,68,0.05,722487,7049,142700,-1224
2021,1,13,13.01.2021,871535,4320,12173,76,0.05,715438,6870,143924,-2626
2021,1,12,12.01.2021,867215,5001,12097,72,0.05,708568,6778,146550,-1849
2021,1,11,11.01.2021,862214,4646,12025,75,0.05,701790,6684,148399,-2113
2021,1,10,10.01.2021,857568,4216,11950,77,0.05,695106,7045,150512,-2906
2021,1,9,09.01.2021,853352,4900,11873,74,0.05,688061,7302,153418,-2476
2021,1,8,08.01.2021,848452,5027,11799,71,0.05,680759,7067,155894,-2111
2021,1,7,07.01.2021,843425,4871,11728,76,0.05,673692,7410,158005,-2615
2021,1,6,06.01.2021,838554,5142,11652,70,0.04,666282,7206,160620,-2134
2021,1,5,05.01.2021,833412,4842,11582,75,0.05,659076,6752,162754,-1985
2021,1,4,04.01.2021,828570,3591,11507,74,0.04,652324,6401,164739,-2884
2021,1,3,03.01.2021,824979,3851,11433,77,0.05,645923,6114,167623,-2340
2021,1,2,02.01.2021,821128,5452,11356,76,0.04,639809,6107,169963,-731
2021,1,1,01.01.2021,815676,5907,11280,71,0.04,633702,6334,170694,-498
2020,12,31,31.12.2020,809769,6566,11209,73,0.04,627368,6076,171192,417
2020,12,30,30.12.2020,803203,5105,11136,72,0.04,621292,5896,170775,-863
2020,12,29,29.12.2020,798098,5641,11064,75,0.04,615396,5626,171638,-60
2020,12,28,28.12.2020,792457,6253,10989,76,0.04,609770,5166,171698,1011
2020,12,27,27.12.2020,786204,6620,10913,73,0.04,604604,5063,170687,1484
2020,12,26,26.12.2020,779584,7480,10840,77,0.05,599541,5602,169203,1801
2020,12,25,25.12.2020,772104,7315,10763,74,0.04,593939,5659,167402,1582
2020,12,24,24.12.2020,764789,8203,10689,76,0.05,588280,5508,165820,2619
2020,12,23,23.12.2020,756586,5652,10613,73,0.04,582772,5228,163201,351
2020,12,22,22.12.2020,750934,7237,10540,71,0.04,577544,5003,162850,2163
2020,12,21,21.12.2020,743697,7797,10469,75,0.05,572541,4798,160687,2924
2020,12,20,20.12.2020,735900,7263,10394,77,0.05,567743,4790,157763,2396
2020,12,19,19.12.2020,728637,6459,10317,74,0.05,562953,5925,155367,460
2020,12,18,18.12.2020,722178,6937,10243,72,0.05,557028,5821,154907,1044
2020,12,17,17.12.2020,715241,6711,10171,76,0.05,551207,5777,153863,858
2020,12,16,16.12.2020,708530,5028,10095,73,0.05,545430,5571,153005,-616
2020,12,15,15.12.2020,703502,5418,10022,77,0.05,539859,5307,153621,34
2020,12,14,14.12.2020,698084,5874,9945,75,0.05,534552,4932,153587,867
2020,12,13,13.12.2020,692210,6425,9870,72,0.05,529620,4841,152720,1512
2020,12,12,12.12.2020,685785,6622,9798,76,0.05,524779,5890,151208,656
2020,12,11,11.12.2020,679163,7215,9722,77,0.05,518889,5920,150552,1218
2020,12,10,10.12.2020,671948,6730,9645,74,0.05,512969,5820,149334,836
2020,12,9,09.12.2020,665218,5145,9571,75,0.05,507149,5746,148498,-676
2020,12,8,08.12.2020,660073,5232,9496,71,0.05,501403,5532,149174,-371
2020,12,7,07.12.2020,654841,7279,9425,76,0.05,495871,5027,149545,2176
2020,12,6,06.12.2020,647562,7512,9349,72,0.05,490844,5536,147369,1904
2020,12,5,05.12.2020,640050,7993,9277,74,0.05,485308,6584,145465,1335
2020,12,4,04.12.2020,632057,6868,9203,77,0.05,478724,6891,144130,-100
2020,12,3,03.12.2020,625189,7750,9126,73,0.05,471833,6849,144230,828
2020,12,2,02.12.2020,617439,5191,9053,75,0.05,464984,6575,143402,-1459
2020,12,1,01.12.2020,612248,6524,8978,76,0.05,458409,6225,144861,223
2020,11,30,30.11.2020,605724,6511,8902,74,0.05,452184,5073,144638,1364
2020,11,29,29.11.2020,599213,6798,8828,72,0.05,447111,5576,143274,1150
2020,11,28,28.11.2020,592415,7320,8756,76,0.05,441535,6633,142124,611
2020,11,27,27.11.2020,585095,7918,8680,77,0.05,434902,6484,141513,1357
2020,11,26,26.11.2020,577177,6075,8603,73,0.05,428418,6229,140156,-227
2020,11,25,25.11.2020,571102,4685,8530,75,0.05,422189,5947,140383,-1337
2020,11,24,24.11.2020,566417,5838,8455,76,0.05,416242,5601,141720,161
2020,11,23,23.11.2020,560579,6866,8379,71,0.05,410641,5064,141559,1731
2020,11,22,22.11.2020,553713,6575,8308,75,0.05,405577,5245,139828,1255
2020,11,21,21.11.2020,547138,7168,8233,74,0.05,400332,6080,138573,1014
2020,11,20,20.11.2020,539970,6902,8159,77,0.06,394252,5836,137559,989
2020,11,19,19.11.2020,533068,6438,8082,73,0.05,388416,5782,136570,583
2020,11,18,18.11.2020,526630,4174,8009,76,0.06,382634,5503,135987,-1405
2020,11,17,17.11.2020,522456,5882,7933,74,0.05,377131,5274,137392,534
2020,11,16,16.11.2020,516574,6360,7859,72,0.05,371857,4244,136858,2044
2020,11,15,15.11.2020,510214,6271,7787,75,0.06,367613,4266,134814,1930
2020,11,14,14.11.2020,503943,6427,7712,69,0.05,363347,4423,132884,1935
2020,11,13,13.11.2020,497516,5974,7643,70,0.05,358924,4219,130949,1685
2020,11,12,12.11.2020,491542,5997,7573,71,0.05,354705,3959,129264,1967
2020,11,11,11.11.2020,485545,4477,7502,73,0.06,350746,3857,127297,547
2020,11,10,10.11.2020,481068,5902,7429,68,0.05,346889,3663,126750,2171
2020,11,9,09.11.2020,475166,6897,7361,72,0.06,343226,3313,124579,3512
2020,11,8,08.11.2020,468269,5751,7289,74,0.06,339913,3254,121067,2423
2020,11,7,07.11.2020,462518,5829,7215,75,0.06,336659,3675,118644,2079
2020,11,6,06.11.2020,456689,6253,7140,69,0.06,332984,3783,116565,2401
2020,11,5,05.11.2020,450436,5255,7071,67,0.06,329201,3670,114164,1518
2020,11,4,04.11.2020,445181,5826,7004,68,0.06,325531,3852,112646,1906
2020,11,3,03.11.2020,439355,5150,6936,63,0.06,321679,3647,110740,1440
2020,11,2,02.11.2020,434205,4796,6873,53,0.05,318032,3241,109300,1502
2020,11,1,01.11.2020,429409,5261,6820,52,0.05,314791,3341,107798,1868
2020,10,31,31.10.2020,424148,4952,6768,55,0.05,311450,3634,105930,1263
2020,10,30,30.10.2020,419196,5268,6713,69,0.07,307816,3985,104667,1214
2020,10,29,29.10.2020,413928,4906,6644,66,0.06,303831,3780,103453,1060
2020,10,28,28.10.2020,409022,3670,6578,75,0.07,300051,3577,102393,18
2020,10,27,27.10.2020,405352,4312,6503,61,0.06,296474,3269,102375,982
2020,10,26,26.10.2020,401040,5224,6442,62,0.06,293205,2681,101393,2481
2020,10,25,25.10.2020,395816,4455,6380,68,0.07,290524,2614,98912,1773
2020,10,24,24.10.2020,391361,4453,6312,63,0.06,287910,2639,97139,1751
2020,10,23,23.10.2020,386908,5478,6249,62,0.06,285271,2779,95388,2637
2020,10,22,22.10.2020,381430,4413,6187,66,0.07,282492,2519,92751,1828
2020,10,21,21.10.2020,377017,4389,6121,63,0.07,279973,2365,90923,1961
2020,10,20,20.10.2020,372628,4999,6058,49,0.06,277608,1960,88962,2990
2020,10,19,19.10.2020,367629,5376,6009,51,0.06,275648,1767,85972,3558
2020,10,18,18.10.2020,362253,4610,5958,52,0.06,273881,1654,82414,2904
2020,10,17,17.10.2020,357643,4648,5906,56,0.07,272227,2001,79510,2591
2020,10,16,16.10.2020,352995,5049,5850,54,0.07,270226,1803,76919,3192
2020,10,15,15.10.2020,347946,3942,5796,57,0.08,268423,1953,73727,1932
2020,10,14,14.10.2020,344004,4573,5739,52,0.07,266470,1970,71795,2551
2020,10,13,13.10.2020,339431,4618,5687,58,0.08,264500,1750,69244,2810
2020,10,12,12.10.2020,334813,4395,5629,34,0.05,262750,1131,66434,3230
2020,10,11,11.10.2020,330418,4501,5595,35,0.06,261619,1186,63204,3280
2020,10,10,10.10.2020,325917,4105,5560,30,0.05,260433,1306,59924,2769
2020,10,9,09.10.2020,321812,3701,5530,33,0.06,259127,1424,57155,2244
2020,10,8,08.10.2020,318111,3323,5497,55,0.1,257703,1341,54911,1927
2020,10,7,07.10.2020,314788,3229,5442,41,0.08,256362,1262,52984,1926
2020,10,6,06.10.2020,311559,4082,5401,31,0.06,255100,1156,51058,2895
2020,10,5,05.10.2020,307477,3537,5370,27,0.06,253944,913,48163,2597
2020,10,4,04.10.2020,303940,3327,5343,29,0.06,253031,944,45566,2354
2020,10,3,03.10.2020,300613,2884,5314,32,0.07,252087,1069,43212,1783
2020,10,2,02.10.2020,297729,2704,5282,28,0.07,251018,1157,41429,1519
2020,10,1,01.10.2020,295025,2424,5254,24,0.06,249861,1211,39910,1189
2020,9,30,30.09.2020,292601,2308,5230,27,0.07,248650,1349,38721,932
2020,9,29,29.09.2020,290293,2300,5203,23,0.06,247301,1227,37789,1050
2020,9,28,28.09.2020,287993,2217,5180,16,0.04,246074,942,36739,1259
2020,9,27,27.09.2020,285776,2016,5164,18,0.05,245132,1126,35480,872
2020,9,26,26.09.2020,283760,1792,5146,17,0.05,244006,1123,34608,652
2020,9,25,25.09.2020,281968,1560,5129,14,0.04,242883,1227,33956,319
2020,9,24,24.09.2020,280408,1050,5115,15,0.04,241656,1304,33637,-269
2020,9,23,23.09.2020,279358,970,5100,16,0.05,240352,1226,33906,-272
2020,9,22,22.09.2020,278388,980,5084,15,0.04,239126,1191,34178,-226
2020,9,21,21.09.2020,277408,915,5069,12,0.03,237935,988,34404,-85
2020,9,20,20.09.2020,276493,860,5057,13,0.04,236947,892,34489,-45
2020,9,19,19.09.2020,275633,825,5044,11,0.03,236055,919,34534,-105
2020,9,18,18.09.2020,274808,805,5033,8,0.02,235136,1107,34639,-310
2020,9,17,17.09.2020,274003,730,5025,9,0.03,234029,1323,34949,-602
2020,9,16,16.09.2020,273273,750,5016,10,0.03,232706,1223,35551,-483
2020,9,15,15.09.2020,272523,730,5006,13,0.04,231483,1086,36034,-369
2020,9,14,14.09.2020,271793,696,4993,11,0.03,230397,824,36403,-139
2020,9,13,13.09.2020,271097,650,4982,14,0.04,229573,900,36542,-264
2020,9,12,12.09.2020,270447,670,4968,12,0.03,228673,1143,36806,-485
2020,9,11,11.09.2020,269777,698,4956,9,0.02,227530,1256,37291,-567
2020,9,10,10.09.2020,269079,695,4947,14,0.04,226274,1434,37858,-753
2020,9,9,09.09.2020,268384,642,4933,12,0.03,224840,1338,38611,-708
2020,9,8,08.09.2020,267742,695,4921,16,0.04,223502,1250,39319,-571
2020,9,7,07.09.2020,267047,690,4905,14,0.04,222252,882,39890,-206
2020,9,6,06.09.2020,266357,620,4891,13,0.03,221370,963,40096,-356
2020,9,5,05.09.2020,265737,671,4878,11,0.03,220407,1312,40452,-652
2020,9,4,04.09.2020,265066,692,4867,10,0.02,219095,1196,41104,-514
2020,9,3,03.09.2020,264374,690,4857,13,0.03,217899,1157,41618,-480
2020,9,2,02.09.2020,263684,625,4844,12,0.03,216742,1359,42098,-746
2020,9,1,01.09.2020,263059,641,4832,11,0.03,215383,1262,42844,-632
2020,8,31,31.08.2020,262418,685,4821,12,0.03,214121,916,43476,-243
2020,8,30,30.08.2020,261733,695,4809,11,0.03,213205,904,43719,-220
2020,8,29,29.08.2020,261038,677,4798,12,0.03,212301,1393,43939,-728
2020,8,28,28.08.2020,260361,654,4786,10,0.02,210908,1280,44667,-636
2020,8,27,27.08.2020,259707,637,4776,12,0.03,209628,1435,45303,-810
2020,8,26,26.08.2020,259070,640,4764,11,0.02,208193,1389,46113,-760
2020,8,25,25.08.2020,258430,681,4753,12,0.03,206804,1155,46873,-486
2020,8,24,24.08.2020,257749,625,4741,10,0.02,205649,863,47359,-248
2020,8,23,23.08.2020,257124,611,4731,11,0.02,204786,965,47607,-365
2020,8,22,22.08.2020,256513,687,4720,10,0.02,203821,1094,47972,-417
2020,8,21,21.08.2020,255826,690,4710,12,0.02,202727,1160,48389,-482
2020,8,20,20.08.2020,255136,688,4698,11,0.02,201567,1208,48871,-531
2020,8,19,19.08.2020,254448,691,4687,10,0.02,200359,1242,49402,-561
2020,8,18,18.08.2020,253757,693,4677,11,0.02,199117,1155,49963,-473
2020,8,17,17.08.2020,253064,690,4666,10,0.02,197962,819,50436,-139
2020,8,16,16.08.2020,252374,688,4656,11,0.02,197143,1045,50575,-368
2020,8,15,15.08.2020,251686,695,4645,12,0.02,196098,1275,50943,-592
2020,8,14,14.08.2020,250991,688,4633,11,0.02,194823,1350,51535,-673
2020,8,13,13.08.2020,250303,692,4622,11,0.02,193473,787,52208,-106
2020,8,12,12.08.2020,249611,689,4611,12,0.02,192686,1088,52314,-411
2020,8,11,11.08.2020,248922,694,4599,14,0.03,191598,1043,52725,-363
2020,8,10,10.08.2020,248228,694,4585,13,0.02,190555,898,53088,-217
2020,8,9,09.08.2020,247534,689,4572,12,0.02,189657,803,53305,-126
2020,8,8,08.08.2020,246845,691,4560,14,0.03,188854,1278,53431,-601
2020,8,7,07.08.2020,246154,686,4546,12,0.02,187576,1353,54032,-679
2020,8,6,06.08.2020,245468,684,4534,13,0.02,186223,1254,54711,-583
2020,8,5,05.08.2020,244784,687,4521,11,0.02,184969,1329,55294,-653
2020,8,4,04.08.2020,244097,691,4510,12,0.02,183640,1456,55947,-777
2020,8,3,03.08.2020,243406,693,4498,13,0.02,182184,842,56724,-162
2020,8,2,02.08.2020,242713,664,4485,12,0.02,181342,761,56886,-109
2020,8,1,01.08.2020,242049,690,4473,13,0.02,180581,1413,56995,-736
2020,7,31,31.07.2020,241359,695,4460,14,0.02,179168,1260,57731,-579
2020,7,30,30.07.2020,240664,678,4446,12,0.02,177908,1471,58310,-805
2020,7,29,29.07.2020,239986,671,4434,13,0.02,176437,625,59115,33
2020,7,28,28.07.2020,239315,674,4421,10,0.02,175812,827,59082,-163
2020,7,27,27.07.2020,238641,694,4411,13,0.02,174985,264,59245,417
2020,7,26,26.07.2020,237947,683,4398,9,0.02,174721,306,58828,368
2020,7,25,25.07.2020,237264,648,4389,14,0.02,174415,561,58460,73
2020,7,24,24.07.2020,236616,645,4375,11,0.02,173854,462,58387,172
2020,7,23,23.07.2020,235971,608,4364,14,0.02,173392,453,58215,141
2020,7,22,22.07.2020,235363,638,4350,19,0.03,172939,1168,58074,-549
2020,7,21,21.07.2020,234725,602,4331,17,0.03,171771,853,58623,-268
2020,7,20,20.07.2020,234123,578,4314,15,0.03,170918,379,58891,184
2020,7,19,19.07.2020,233545,591,4299,14,0.02,170539,359,58707,218
2020,7,18,18.07.2020,232954,578,4285,14,0.02,170180,543,58489,21
2020,7,17,17.07.2020,232376,575,4271,13,0.02,169637,682,58468,-120
2020,7,16,16.07.2020,231801,531,4258,24,0.04,168955,1145,58588,-638
2020,7,15,15.07.2020,231270,628,4234,29,0.05,167810,1844,59226,-1245
2020,7,14,14.07.2020,230642,613,4205,37,0.06,165966,1012,60471,-436
2020,7,13,13.07.2020,230029,672,4168,25,0.04,164954,394,60907,253
2020,7,12,12.07.2020,229357,679,4143,27,0.04,164560,465,60654,187
2020,7,11,11.07.2020,228678,678,4116,29,0.05,164095,1002,60467,-353
2020,7,10,10.07.2020,228000,637,4087,28,0.05,163093,1007,60820,-398
2020,7,9,09.07.2020,227363,568,4059,32,0.05,162086,1173,61218,-637
2020,7,8,08.07.2020,226795,621,4027,28,0.05,160913,1195,61855,-602
2020,7,7,07.07.2020,226174,629,3999,24,0.04,159718,2066,62457,-1461
2020,7,6,06.07.2020,225545,685,3975,22,0.03,157652,632,63918,31
2020,7,5,05.07.2020,224860,650,3953,24,0.04,157020,561,63887,65
2020,7,4,04.07.2020,224210,680,3929,25,0.04,156459,1620,63822,-965
2020,7,3,03.07.2020,223530,659,3904,34,0.05,154839,1591,64787,-966
2020,7,2,02.07.2020,222871,662,3870,39,0.06,153248,1055,65753,-432
2020,7,1,01.07.2020,222209,611,3831,35,0.05,152193,1796,66185,-1220
2020,6,30,30.06.2020,221598,745,3796,35,0.05,150397,2295,67405,-1585
2020,6,29,29.06.2020,220853,782,3761,23,0.03,148102,1007,68990,-248
2020,6,28,28.06.2020,220071,717,3738,24,0.03,147095,1052,69238,-359
2020,6,27,27.06.2020,219354,750,3714,20,0.03,146043,1852,69597,-1122
2020,6,26,26.06.2020,218604,813,3694,25,0.04,144191,1997,70719,-1209
2020,6,25,25.06.2020,217791,885,3669,12,0.02,142194,926,71928,-53
2020,6,24,24.06.2020,216906,811,3657,14,0.02,141268,2020,71981,-1223
2020,6,23,23.06.2020,216095,1081,3643,26,0.04,139248,2578,73204,-1523
2020,6,22,22.06.2020,215014,1068,3617,20,0.03,136670,1114,74727,-66
2020,6,21,21.06.2020,213946,968,3597,32,0.04,135556,1007,74793,-71
2020,6,20,20.06.2020,212978,1057,3565,34,0.05,134549,2115,74864,-1092
2020,6,19,19.06.2020,211921,1136,3531,48,0.06,132434,2003,75956,-915
2020,6,18,18.06.2020,210785,1040,3483,49,0.06,130431,2046,76871,-1055
2020,6,17,17.06.2020,209745,1065,3434,48,0.06,128385,2271,77926,-1254
2020,6,16,16.06.2020,208680,1416,3386,52,0.07,126114,2874,79180,-1510
2020,6,15,15.06.2020,207264,1359,3334,53,0.07,123240,1549,80690,-243
2020,6,14,14.06.2020,205905,1477,3281,50,0.06,121691,2133,80933,-706
2020,6,13,13.06.2020,204428,1493,3231,44,0.05,119558,1534,81639,-85
2020,6,12,12.06.2020,202935,1714,3187,49,0.06,118024,2255,81724,-590
2020,6,11,11.06.2020,201221,1436,3138,53,0.06,115769,2236,82314,-853
2020,6,10,10.06.2020,199785,1195,3085,56,0.07,113533,3796,83167,-2657
2020,6,9,09.06.2020,198590,1572,3029,59,0.07,109737,5390,85824,-3877
2020,6,8,08.06.2020,197018,2001,2970,51,0.06,104347,1633,89701,317
2020,6,7,07.06.2020,195017,1956,2919,55,0.06,102714,2283,89384,-382
2020,6,6,06.06.2020,193061,1992,2864,58,0.06,100431,3073,89766,-1139
2020,6,5,05.06.2020,191069,1855,2806,57,0.06,97358,2643,90905,-845
2020,6,4,04.06.2020,189214,1998,2749,64,0.07,94715,3061,91750,-1127
2020,6,3,03.06.2020,187216,1842,2685,61,0.07,91654,3385,92877,-1604
2020,6,2,02.06.2020,185374,2286,2624,71,0.08,88269,6030,94481,-3815
2020,6,1,01.06.2020,183088,2297,2553,76,0.08,82239,2060,98296,161
2020,5,31,31.05.2020,180791,2595,2477,69,0.07,80179,1855,98135,671
2020,5,30,30.05.2020,178196,2367,2408,78,0.08,78324,3599,97464,-1310
2020,5,29,29.05.2020,175829,2332,2330,76,0.08,74725,3474,98774,-1218
2020,5,28,28.05.2020,173497,2054,2254,71,0.07,71251,3793,99992,-1810
2020,5,27,27.05.2020,171443,2140,2183,73,0.07,67458,5839,101802,-3772
2020,5,26,26.05.2020,169303,2830,2110,76,0.07,61619,8033,105574,-5279
2020,5,25,25.05.2020,166473,2560,2034,41,0.04,53586,3746,110853,-1227
2020,5,24,24.05.2020,163913,2516,1993,59,0.05,49840,2427,112080,30
2020,5,23,23.05.2020,161397,3190,1934,67,0.06,47413,3831,112050,-708
2020,5,22,22.05.2020,158207,2988,1867,73,0.06,43582,2900,112758,15
2020,5,21,21.05.2020,155219,2913,1794,68,0.06,40682,3746,112743,-901
2020,5,20,20.05.2020,152306,2699,1726,75,0.07,36936,5440,113644,-2816
2020,5,19,19.05.2020,149607,3545,1651,71,0.06,31496,2583,116460,891
2020,5,18,18.05.2020,146062,3238,1580,77,0.07,28913,1423,115569,1738
2020,5,17,17.05.2020,142824,3855,1503,71,0.06,27490,1458,113831,2326
2020,5,16,16.05.2020,138969,3505,1432,74,0.07,26032,1470,111505,1961
2020,5,15,15.05.2020,135464,4748,1358,68,0.06,24562,1235,109544,3445
2020,5,14,14.05.2020,130716,4712,1290,58,0.05,23327,1821,106099,2833
2020,5,13,13.05.2020,126004,4703,1232,53,0.05,21506,1864,103266,2786
2020,5,12,12.05.2020,121301,5392,1179,55,0.05,19642,1820,100480,3517
2020,5,11,11.05.2020,115909,6169,1124,56,0.06,17822,4032,96963,2081
2020,5,10,10.05.2020,109740,5551,1068,58,0.06,13790,1011,94882,4482
2020,5,9,09.05.2020,104189,5667,1010,54,0.06,12779,2520,90400,3093
2020,5,8,08.05.2020,98522,5846,956,51,0.06,10259,1032,87307,4763
2020,5,7,07.05.2020,92676,6703,905,39,0.05,9227,769,82544,5895
2020,5,6,06.05.2020,85973,5858,866,50,0.07,8458,588,76649,5220
2020,5,5,05.05.2020,80115,5714,816,52,0.07,7870,297,71429,5365
2020,5,4,04.05.2020,74401,5795,764,35,0.05,7573,544,66064,5216
2020,5,3,03.05.2020,68606,5948,729,34,0.06,7029,655,60848,5259
2020,5,2,02.05.2020,62658,5358,695,37,0.07,6374,608,55589,4713
2020,5,1,01.05.2020,57300,3561,658,47,0.09,5766,631,50876,2883
2020,4,30,30.04.2020,53739,3093,611,65,0.14,5135,525,47993,2503
2020,4,29,29.04.2020,50646,2220,546,67,0.15,4610,480,45490,1673
2020,4,28,28.04.2020,48426,3075,479,44,0.1,4130,606,43817,2425
2020,4,27,27.04.2020,45351,2871,435,31,0.07,3524,349,41392,2491
2020,4,26,26.04.2020,42480,2971,404,38,0.1,3175,128,38901,2805
2020,4,25,25.04.2020,39509,2612,366,41,0.11,3047,312,36096,2259
2020,4,24,24.04.2020,36897,2957,325,37,0.11,2735,287,33837,2633
2020,4,23,23.04.2020,33940,1959,288,27,0.09,2448,181,31204,1751
2020,4,22,22.04.2020,31981,2548,261,28,0.1,2267,210,29453,2310
2020,4,21,21.04.2020,29433,3083,233,29,0.11,2057,219,27143,2835
2020,4,20,20.04.2020,26350,2026,204,28,0.12,1838,75,24308,1923
2020,4,19,19.04.2020,24324,3570,176,28,0.13,1763,84,22385,3458
2020,4,18,18.04.2020,20754,2649,148,21,0.11,1679,162,18927,2466
2020,4,17,17.04.2020,18105,1959,127,14,0.09,1517,123,16461,1822
2020,4,16,16.04.2020,16146,1370,113,7,0.05,1394,189,14639,1174
2020,4,15,15.04.2020,14776,1774,106,11,0.08,1205,189,13465,1574
2020,4,14,14.04.2020,13002,1489,95,13,0.11,1016,179,11891,1297
2020,4,13,13.04.2020,11513,1355,82,10,0.09,837,150,10594,1195
2020,4,12,12.04.2020,10158,1306,72,14,0.15,687,188,9399,1104
2020,4,11,11.04.2020,8852,1030,58,8,0.1,499,149,8295,873
2020,4,10,10.04.2020,7822,1124,50,12,0.16,350,37,7422,1075
2020,4,9,09.04.2020,6698,857,38,,,313,43,6347,814
2020,4,8,08.04.2020,5841,660,38,7,0.13,270,48,5533,605
2020,4,7,07.04.2020,5181,697,31,2,0.04,222,16,4928,679
2020,4,6,06.04.2020,4484,591,29,,,206,8,4249,583
2020,4,5,05.04.2020,3893,536,29,2,0.05,198,4,3666,530
2020,4,4,04.04.2020,3357,434,27,7,0.22,194,26,3136,401
2020,4,3,03.04.2020,2923,448,20,1,0.04,168,28,2735,419
2020,4,2,02.04.2020,2475,595,19,3,0.13,140,25,2316,567
2020,4,1,01.04.2020,1880,267,16,5,0.29,115,45,1749,217
2020,3,31,31.03.2020,1613,387,11,,,70,42,1532,345
2020,3,30,30.03.2020,1226,212,11,5,0.42,28,,1187,207
2020,3,29,29.03.2020,1014,197,6,1,0.1,28,,980,196
2020,3,28,28.03.2020,817,114,5,1,0.13,28,10,784,103
2020,3,27,27.03.2020,703,157,4,2,0.29,18,3,681,152
2020,3,26,26.03.2020,546,136,2,,,15,,529,136
2020,3,25,25.03.2020,410,120,2,2,0.51,15,6,393,112
2020,3,24,24.03.2020,290,28,,,,9,,281,28
2020,3,23,23.03.2020,262,71,,,,9,1,253,70
2020,3,22,22.03.2020,191,54,,,,8,,183,54
2020,3,21,21.03.2020,137,6,,,,8,7,129,-1
2020,3,20,20.03.2020,131,33,,,,1,,130,33
2020,3,19,19.03.2020,98,12,,,,1,,97,12
2020,3,18,18.03.2020,86,31,,,,1,,85,31
2020,3,17,17.03.2020,55,1,,,,1,,54,1
2020,3,16,16.03.2020,54,20,,,,1,,53,20
